municipality_number, postcode_number, postcode_supplement, pct_in_municipality
443,2345,2,35
445,2345,2,1.67
6753,2345,2,63.33
6744,2345,3,100
6757,2350,0,100
6745,2353,0,6.06
6757,2353,0,93.94
6757,2354,0,100
6741,2360,0,100
6751,2362,0,100
6751,2362,2,100
6741,2363,0,3.92
6745,2363,0,96.08
6758,2364,0,100
6431,2400,0,0.11
6436,2400,0,99.89
6434,2400,2,20
6435,2400,2,2
6436,2400,2,78
6434,2405,0,2.4
6435,2405,0,97.6
6432,2406,0,97.75
6434,2406,0,2.25
6432,2406,2,100
6432,2406,3,92.86
6435,2406,3,7.14
6432,2406,4,75.34
6511,2406,4,4.11
6512,2406,4,20.55
6434,2414,0,100
6431,2416,0,100
371,2500,0,100
371,2502,0,100
371,2503,0,99.78
733,2503,0,0.22
371,2504,0,99.46
733,2504,0,0.05
744,2504,0,0.5
371,2505,0,99
756,2505,0,1
756,2512,0,100
740,2513,0,4.17
756,2513,0,95.83
723,2514,0,12.76
740,2514,0,87.24
726,2515,0,100
726,2516,0,92.11
756,2516,0,7.89
726,2517,0,100
724,2518,0,99.69
6487,2518,0,0.31
723,2520,0,99.89
6455,2520,0,0.11
723,2523,0,1.96
724,2523,0,1.96
726,2523,0,2.61
6455,2523,0,2.61
6456,2523,0,90.52
6487,2523,0,0.33
494,2525,0,0.69
6455,2525,0,99.31
371,2532,0,0.87
372,2532,0,99.13
372,2533,0,100
438,2534,0,100
431,2534,2,0.98
438,2534,2,97.72
724,2534,2,1.3
438,2535,0,1.69
449,2535,0,96.61
450,2535,0,1.69
442,2536,0,1.64
449,2536,0,98.36
449,2537,0,100
442,2538,0,100
2546,2540,0,100
392,2542,0,100
387,2543,0,100
2543,2544,0,100
2556,2545,0,100
733,2552,0,0.46
744,2552,0,99.54
746,2553,0,100
390,2554,0,100
733,2555,0,100
747,2556,0,100
748,2556,2,100
306,2557,0,0.15
749,2557,0,99.85
731,2558,0,99.81
748,2558,0,0.19
743,2560,0,89.28
745,2560,0,10.72
732,2562,0,2.81
745,2562,0,97.19
732,2563,0,0.81
739,2563,0,99.19
732,2564,0,100
738,2565,0,100
750,2572,0,100
742,2572,2,100
736,2575,0,0.22
751,2575,0,99.78
751,2575,1,100
497,2575,2,0.65
736,2575,2,98.71
751,2575,2,0.65
497,2576,0,86.08
502,2576,0,13.92
499,2577,0,100
493,2577,2,100
442,2603,0,0.5
450,2603,0,99.5
450,2604,0,100
444,2605,0,100
431,2606,0,99.57
444,2606,0,0.43
433,2607,0,100
434,2608,0,100
431,2608,2,9.3
433,2608,2,48.84
434,2608,2,41.86
443,2610,0,100
443,2610,2,64.96
445,2610,2,35.04
443,2610,3,99.32
448,2610,3,0.68
432,2610,4,19.23
434,2610,4,59.62
448,2610,4,21.15
432,2612,0,100
432,2613,0,0.32
448,2613,0,99.68
445,2615,0,100
445,2615,2,100
441,2616,0,98.84
6487,2616,0,1.16
441,2616,2,100
703,2710,0,0.11
713,2710,0,99.89
706,2712,0,89.44
716,2712,0,10.56
706,2713,0,100
6748,2714,0,100
6748,2714,2,100
716,2715,1,100
716,2715,2,100
716,2716,0,100
716,2717,0,100
715,2717,2,100
6750,2718,0,99.15
6751,2718,0,0.85
6722,2718,2,3.85
6750,2718,2,96.15
437,2720,0,0.3
446,2720,0,99.31
706,2720,0,0.39
431,2720,2,45.65
444,2720,2,17.39
446,2720,2,21.74
713,2720,2,15.22
446,2722,0,100
433,2723,0,2.63
434,2723,0,5.26
437,2723,0,84.21
446,2723,0,7.89
450,2732,0,2.86
703,2732,0,97.14
706,2732,2,100
707,2732,3,100
696,2732,4,100
717,2733,0,100
717,2735,2,100
683,2735,3,89.77
690,2735,3,10.23
450,2735,4,0.18
717,2735,4,99.82
711,2736,0,100
690,2738,0,100
700,2740,0,99.53
701,2740,0,0.17
704,2740,0,0.29
701,2742,0,100
692,2743,0,100
681,2744,0,100
694,2745,0,100
691,2746,0,100
687,2747,0,85
691,2747,0,15
709,2747,2,96.55
2421,2747,2,3.45
701,2748,0,2.63
716,2748,0,97.37
716,2748,2,74.07
6729,2748,2,25.93
704,2762,0,100
6708,2800,0,0.11
6711,2800,0,99.82
6712,2800,0,0.07
6712,2802,0,100
6703,2803,0,99.09
6719,2803,0,0.91
6709,2805,0,5.45
6724,2805,0,94.55
6716,2806,0,98.33
6719,2806,0,1.67
6719,2807,0,100
6810,2807,1,100
6718,2812,0,100
6713,2813,0,94.2
6718,2813,0,2.9
6719,2813,0,2.9
2619,2814,0,0.35
2790,2814,0,99.3
6719,2814,0,0.35
6709,2822,0,100
6709,2823,0,100
6730,2824,0,100
6706,2825,0,100
6730,2826,0,100
6715,2827,0,100
708,2827,2,87.5
2612,2827,2,12.5
6730,2828,0,100
6730,2829,0,100
6708,2830,0,99.48
6709,2830,0,0.52
6728,2830,2,100
6720,2832,0,99.28
6730,2832,0,0.72
6721,2842,0,100
6704,2843,0,100
6710,2852,0,99.71
6711,2852,0,0.29
6710,2853,0,0.35
6729,2853,0,99.65
6729,2854,0,100
6729,2855,0,100
6702,2856,0,100
6702,2857,0,97.96
6712,2857,0,2.04
6729,2863,0,100
6729,2864,0,100
6722,2873,0,99.19
6758,2873,0,0.81
6758,2882,0,0.3
6808,2882,0,99.7
6702,2883,0,2.2
6758,2883,0,2.2
6808,2883,0,63.74
6810,2883,0,31.87
6808,2884,0,100
6808,2885,0,100
6758,2886,0,2.08
6808,2886,0,97.92
6759,2887,0,100
6808,2888,0,100
6808,2889,0,100
6800,2900,0,100
6790,2902,0,100
6790,2903,0,100
6790,2904,0,100
6785,2905,0,100
6809,2906,0,100
6809,2907,0,100
6792,2908,0,100
6809,2912,2,100
6809,2912,3,100
6809,2914,0,100
6778,2915,0,98.72
6807,2915,0,1.28
6789,2916,0,100
6783,2922,0,100
6807,2923,0,100
6807,2924,0,100
6807,2925,0,100
6774,2926,0,100
6781,2932,0,100
6787,2933,2,100
6793,2933,3,100
6773,2935,0,100
6771,2942,0,100
6806,2943,0,100
6775,2944,0,100
6810,2946,0,100
6810,2947,0,100
6784,2950,0,100
6784,2950,2,100
6782,2952,0,98.02
6784,2952,0,1.98
6810,2953,2,100
6810,2953,3,100
6810,2954,0,100
351,3004,0,100
351,3005,0,100
351,3006,0,100
351,3007,0,99.78
355,3007,0,0.22
351,3008,0,100
351,3010,0,100
351,3011,0,100
351,3012,0,100
351,3013,0,100
351,3014,0,100
351,3015,0,100
351,3018,0,100
351,3019,0,100
351,3020,0,85.71
663,3020,0,14.29
351,3027,0,100
351,3032,0,8.67
360,3032,0,91.33
360,3033,0,98.12
663,3033,0,1.88
360,3034,0,100
312,3035,0,81.25
360,3035,0,18.75
309,3036,0,92.93
360,3036,0,7.07
351,3037,0,1.01
354,3037,0,92.34
360,3037,0,6.65
354,3038,0,100
307,3042,0,96.94
354,3042,0,2.04
360,3042,0,1.02
360,3043,0,100
360,3044,2,100
307,3045,0,96.59
360,3045,0,3.41
307,3046,0,100
353,3047,0,100
351,3048,0,18.88
362,3048,0,81.12
360,3049,0,100
361,3052,0,94.55
546,3052,0,5.45
311,3053,0,0.36
544,3053,0,0.36
546,3053,0,99.29
535,3053,2,100
536,3053,3,100
553,3053,4,100
310,3053,5,100
311,3054,0,100
351,3063,0,0.22
362,3063,0,99.56
363,3063,0,0.22
352,3065,0,99.29
363,3065,0,0.71
352,3066,0,8.18
358,3066,0,90.19
359,3066,0,0.13
363,3066,0,1.51
358,3067,0,0.19
359,3067,0,99.81
359,3068,0,99.66
626,3068,0,0.17
627,3068,0,0.17
351,3072,0,0.5
363,3072,0,99.5
351,3073,0,0.22
356,3073,0,99.71
363,3073,0,0.07
356,3074,0,100
627,3075,0,100
627,3075,2,100
356,3076,0,0.19
358,3076,0,0.06
359,3076,0,2.2
627,3076,0,97.54
627,3077,0,100
627,3078,0,100
608,3082,0,76.29
627,3082,0,23.71
616,3083,0,100
351,3084,0,3.62
355,3084,0,96.38
357,3086,0,0.4
861,3086,0,3.82
877,3086,0,0.8
888,3086,0,94.98
888,3086,2,100
877,3087,0,71.63
880,3087,0,1.4
888,3087,0,26.98
880,3088,0,100
880,3088,2,100
880,3089,0,100
355,3095,0,100
357,3096,0,99.25
888,3096,0,0.75
351,3097,0,0.4
355,3097,0,99.6
355,3098,0,100
355,3098,1,100
853,3099,0,1.43
879,3099,0,97.14
880,3099,0,1.43
616,3110,0,100
616,3111,0,100
623,3112,0,5.41
630,3112,0,94.59
623,3113,0,99.12
627,3113,0,0.88
611,3114,0,0.53
632,3114,0,99.47
861,3115,0,0.53
866,3115,0,97.88
872,3115,0,1.59
872,3116,0,100
872,3116,2,100
872,3116,3,100
355,3122,0,0.13
861,3122,0,1.01
870,3122,0,98.87
861,3123,0,99.76
870,3123,0,0.14
884,3123,0,0.1
861,3124,0,100
861,3125,0,5.36
872,3125,0,0.6
884,3125,0,94.05
869,3126,0,99.68
884,3126,0,0.32
872,3126,2,100
876,3127,0,100
874,3127,2,100
873,3128,0,96.39
876,3128,0,3.61
881,3128,2,100
879,3132,0,94.14
880,3132,0,0.45
881,3132,0,5.41
355,3144,0,100
355,3145,0,99.74
357,3145,0,0.26
355,3147,0,98.42
357,3147,0,1.58
855,3148,0,100
852,3150,0,0.17
855,3150,0,99.83
853,3152,0,0.37
855,3152,0,99.63
853,3153,0,100
853,3154,0,91.82
855,3154,0,2.23
880,3154,0,5.95
879,3155,0,0.64
880,3155,0,99.36
852,3156,0,68.85
853,3156,0,31.15
852,3157,0,21.54
853,3157,0,2.31
855,3157,0,76.15
852,3158,0,100
852,3159,0,100
355,3172,0,100
355,3173,0,100
355,3174,0,60.64
670,3174,0,39.36
2309,3175,0,100
670,3176,0,97.51
2309,3176,0,2.49
662,3177,0,1.53
667,3177,0,97.21
670,3177,0,1.26
2295,3178,0,100
666,3179,0,99.32
2262,3179,0,0.68
2302,3182,0,0.57
2305,3182,0,0.14
2308,3182,0,99.28
855,3183,0,100
2295,3184,0,0.13
2309,3184,0,99.87
2295,3185,0,0.6
2302,3185,0,0.4
2305,3185,0,97.42
2309,3185,0,1.59
2293,3186,0,100
663,3202,0,91.14
668,3202,0,8.86
668,3203,0,100
668,3204,0,73.89
670,3204,0,26.11
662,3205,0,33.11
668,3205,0,65.99
2262,3205,0,0.9
662,3206,0,100
662,3206,1,100
2262,3206,2,100
662,3206,3,100
662,3206,4,100
662,3207,0,15.13
671,3207,0,84.21
2265,3207,0,0.66
664,3207,2,99.05
2265,3207,2,0.95
665,3208,0,100
665,3210,0,0.29
2265,3210,0,99.71
2262,3212,0,100
2262,3212,2,100
2262,3213,0,100
2266,3213,2,100
2278,3214,0,100
2260,3215,0,100
2275,3215,2,100
2275,3215,3,100
2276,3216,0,100
2276,3216,2,100
498,3225,0,100
304,3226,0,2.65
500,3226,0,97.35
492,3232,0,0.22
496,3232,0,99.78
492,3233,0,2.8
501,3233,0,97.2
502,3234,0,100
492,3235,0,93.17
494,3235,0,1.98
756,3235,0,4.85
495,3236,0,93.11
496,3236,0,6.89
491,3237,0,100
494,3238,0,100
301,3250,0,0.04
305,3250,0,0.52
306,3250,0,99.43
310,3251,0,1.75
394,3251,0,98.25
310,3251,2,100
305,3252,0,1.72
755,3252,0,98.28
2461,3253,0,100
310,3254,0,6.34
2457,3254,0,93.66
2457,3254,2,100
310,3255,0,100
310,3256,0,100
310,3256,2,100
310,3256,3,100
303,3257,0,100
303,3257,1,100
303,3262,0,100
382,3263,0,100
385,3264,0,100
312,3266,0,100
301,3267,0,0.21
312,3267,0,99.79
312,3268,0,100
301,3270,0,99.89
312,3270,0,0.11
309,3271,0,100
754,3272,0,100
735,3272,2,100
301,3273,0,1.01
305,3273,0,98.99
737,3274,0,100
734,3274,2,100
741,3274,3,100
2250,3280,0,2.39
2271,3280,0,0.14
2275,3280,0,97.46
2271,3280,2,100
2261,3280,4,100
302,3282,0,100
302,3283,0,0.6
304,3283,0,99.4
304,3283,2,100
2258,3284,0,100
2259,3285,0,99.52
2275,3285,0,0.48
2274,3286,0,100
306,3292,0,100
386,3293,0,100
383,3294,0,99.89
386,3294,0,0.11
389,3294,2,100
393,3295,0,100
381,3296,0,100
388,3297,0,100
391,3298,0,100
544,3302,0,100
540,3303,0,100
540,3303,2,100
557,3303,3,100
540,3303,4,100
541,3305,0,100
540,3305,2,100
538,3306,0,100
2457,3307,0,100
538,3308,0,100
411,3309,0,100
538,3309,2,100
538,3312,0,100
538,3313,0,100
533,3314,0,9.25
538,3314,0,90.75
533,3315,0,100
533,3315,1,100
538,3317,0,100
538,3317,1,100
543,3322,0,0.1
544,3322,0,2.32
551,3322,0,97.58
543,3322,1,100
403,3323,0,100
409,3324,0,100
416,3324,2,100
409,3325,0,1.5
414,3325,0,94.36
416,3325,0,4.14
352,3326,0,1.03
414,3326,0,98.97
979,3360,0,100
982,3362,0,100
979,3363,0,100
988,3365,0,100
988,3365,2,100
973,3366,0,100
973,3366,2,100
989,3367,0,100
985,3367,2,100
324,3368,0,99.16
331,3368,0,0.84
977,3372,0,100
977,3373,0,100
977,3373,2,100
993,3374,0,100
980,3375,0,100
976,3376,0,100
972,3376,2,100
991,3377,0,100
992,3380,0,96.24
995,3380,0,3.76
990,3380,2,100
404,3400,0,96.02
412,3400,0,3.98
407,3412,0,100
404,3413,0,2.06
407,3413,0,93.81
951,3413,0,4.12
404,3414,0,23.26
418,3414,0,74.42
955,3414,0,2.32
406,3415,1,100
406,3415,2,100
407,3415,3,1.23
955,3415,3,12.78
956,3415,3,85.99
407,3416,0,2.91
951,3416,0,92.72
956,3416,0,0.97
957,3416,0,3.4
956,3417,0,100
407,3418,0,14.91
951,3418,0,0.44
955,3418,0,1.32
956,3418,0,83.33
406,3419,0,89.5
955,3419,0,10.5
415,3421,0,94.77
416,3421,0,1.09
418,3421,0,4.14
422,3421,2,100
405,3422,0,0.08
412,3422,0,99.92
420,3422,1,100
420,3422,2,100
405,3423,0,100
405,3424,0,100
405,3424,2,100
405,3425,0,0.15
413,3425,0,99.85
423,3425,2,100
401,3426,0,100
552,3427,0,99.66
554,3427,0,0.34
554,3428,0,100
410,3429,2,100
408,3429,3,100
406,3432,0,26.46
905,3432,0,0.36
955,3432,0,73.18
406,3433,0,2.92
905,3433,0,84.8
955,3433,0,12.28
613,3434,0,90.53
955,3434,0,9.47
613,3434,1,99.21
903,3434,1,0.79
955,3435,0,100
903,3436,0,60.8
905,3436,0,39.2
905,3437,0,100
903,3438,0,89.55
905,3438,0,10.45
905,3439,0,52.33
955,3439,0,47.67
955,3452,0,100
905,3453,0,1.47
955,3453,0,1.17
958,3453,0,97.36
955,3454,0,2.35
956,3454,0,2.22
957,3454,0,95.43
957,3455,0,100
955,3456,0,33.33
958,3456,0,66.67
957,3457,0,99.86
960,3457,0,0.14
951,3462,0,69.18
957,3462,0,30.82
951,3463,0,65.77
952,3463,0,31.53
959,3463,0,2.7
424,3464,0,31.43
951,3464,0,0.95
952,3464,0,23.81
959,3464,0,43.81
952,3465,0,100
404,3472,0,1.17
407,3472,0,1.76
424,3472,0,97.07
405,3472,2,5.88
421,3472,2,94.12
402,3473,0,100
424,3474,0,97.22
988,3474,0,2.78
988,3475,0,100
988,3475,1,100
985,3476,0,67.08
988,3476,0,31.06
989,3476,0,1.86
612,3503,0,100
617,3504,0,100
629,3504,2,100
608,3506,0,96.47
615,3506,0,0.12
620,3506,0,3.3
628,3506,0,0.12
602,3507,0,8.73
603,3507,0,91.27
602,3508,0,95.44
613,3508,0,0.35
620,3508,0,4.21
612,3510,0,100
607,3510,8,100
609,3510,9,92.11
632,3510,9,7.89
626,3512,0,100
359,3513,0,1.89
406,3513,0,0.47
626,3513,0,97.64
605,3531,0,1.78
620,3531,0,97.78
628,3531,0,0.44
628,3532,0,99.56
629,3532,0,0.44
615,3532,2,99.48
629,3532,2,0.52
605,3533,0,97.01
628,3533,0,0.54
629,3533,0,0.54
904,3533,0,1.9
605,3534,0,7.95
907,3534,0,92.05
902,3535,0,1.04
907,3535,0,98.96
901,3536,0,100
901,3537,0,98.66
904,3537,0,0.84
908,3537,0,0.17
909,3537,0,0.34
605,3538,0,2.27
614,3538,0,0.97
904,3538,0,96.75
902,3543,0,6.59
903,3543,0,85.71
907,3543,0,7.69
901,3550,0,0.25
902,3550,0,97.9
903,3550,0,1.85
902,3551,0,93.04
903,3551,0,1.74
958,3551,0,5.22
902,3552,0,99.72
908,3552,0,0.28
902,3553,0,100
902,3555,0,1.05
908,3555,0,16.81
909,3555,0,80.88
1010,3555,0,1.26
908,3556,0,99
909,3556,0,1
908,3557,0,100
929,3600,0,0.06
942,3600,0,99.94
942,3603,0,100
942,3604,0,100
942,3608,0,100
925,3612,0,0.04
937,3612,0,0.04
939,3612,0,99.81
942,3612,0,0.11
928,3613,0,16.17
939,3613,0,83.83
923,3614,0,6.56
945,3614,0,93.44
614,3615,0,0.65
904,3615,0,0.86
923,3615,0,98.49
924,3616,0,0.46
935,3616,0,56.42
945,3616,0,43.12
925,3617,0,92.56
939,3617,0,7.44
901,3618,0,0.52
904,3618,0,46.88
923,3618,0,1.04
935,3618,0,13.02
946,3618,0,38.54
924,3619,0,82.41
932,3619,0,17.09
938,3619,0,0.5
924,3619,1,90.77
932,3619,1,9.23
931,3622,0,100
938,3623,0,23.86
940,3623,0,76.14
932,3623,2,100
932,3623,3,100
942,3624,0,100
931,3624,2,1.47
937,3624,2,98.53
927,3625,0,99.63
929,3625,0,0.37
929,3626,0,71.86
942,3626,0,28.14
928,3627,0,98.66
939,3627,0,1.34
885,3628,0,100
611,3629,0,99.17
872,3629,0,0.83
622,3629,2,100
868,3629,3,100
770,3631,0,100
770,3632,2,100
770,3632,3,100
921,3633,0,97.55
941,3633,0,2.45
941,3634,0,100
941,3635,0,1.46
943,3635,0,98.54
941,3636,0,0.85
948,3636,0,99.15
948,3636,2,100
922,3638,0,100
936,3638,1,100
768,3645,0,22.5
942,3645,0,77.5
947,3645,2,100
768,3646,0,100
767,3647,0,100
929,3652,0,99.83
934,3652,0,0.17
934,3653,0,100
934,3654,0,8.99
938,3654,0,91.01
938,3655,0,100
938,3656,0,100
938,3656,1,100
938,3656,2,100
938,3657,0,100
938,3658,0,100
944,3661,0,100
883,3662,0,100
867,3663,0,99.59
948,3663,0,0.41
863,3664,0,98.81
867,3664,0,0.24
879,3664,0,0.24
886,3664,0,0.71
863,3665,0,0.24
886,3665,0,99.53
948,3665,0,0.24
606,3671,0,98.68
928,3671,0,1.32
610,3671,2,100
614,3672,0,0.13
619,3672,0,99.87
619,3672,2,100
605,3673,0,0.97
614,3673,0,96.84
629,3673,0,2.18
619,3674,0,96.9
923,3674,0,3.1
768,3700,0,100
562,3702,0,0.84
768,3702,0,99.16
562,3703,0,100
562,3703,41,100
562,3704,0,0.21
566,3704,0,97.85
768,3704,0,1.93
768,3705,0,100
575,3706,0,0.21
585,3706,0,99.79
575,3707,0,100
562,3711,0,96.15
769,3711,0,3.85
562,3711,2,48.57
567,3711,2,51.43
563,3713,0,0.21
567,3713,0,99.79
563,3714,0,100
567,3714,3,100
561,3715,0,99.95
563,3715,0,0.05
563,3716,0,1.7
564,3716,0,98.3
564,3717,0,100
565,3718,0,100
567,3722,0,100
567,3723,0,100
563,3724,0,100
561,3725,0,0.46
563,3725,0,99.54
769,3752,0,100
762,3753,0,100
762,3754,0,99.32
763,3754,0,0.68
762,3755,0,100
762,3756,0,100
762,3757,0,100
763,3758,0,100
763,3762,0,100
761,3763,0,100
761,3764,0,88.17
766,3764,0,11.83
766,3765,0,100
766,3766,0,0.16
791,3766,0,99.84
791,3770,0,0.46
794,3770,0,99.54
794,3771,0,100
793,3772,0,100
792,3773,0,0.12
793,3773,0,99.88
792,3775,0,100
794,3776,0,100
794,3777,0,2.89
843,3777,0,97.11
843,3778,0,100
843,3780,0,100
843,3781,0,100
842,3782,0,100
843,3783,0,100
841,3784,0,100
841,3785,0,100
843,3792,0,100
577,3800,0,0.09
581,3800,0,99.91
593,3800,2,100
587,3800,3,98.75
594,3800,3,1.25
571,3800,5,100
6058,3801,33,100
571,3803,0,100
579,3804,0,100
590,3805,0,100
572,3806,0,100
582,3807,0,100
594,3812,0,100
577,3813,0,0.63
591,3813,0,99.37
577,3814,0,100
578,3815,0,95.92
594,3815,0,4.08
578,3815,2,100
586,3816,0,100
576,3816,1,100
576,3818,0,100
584,3822,0,100
584,3822,2,100
584,3823,0,100
576,3823,1,58.33
584,3823,1,41.67
584,3823,2,100
584,3824,0,100
584,3825,0,100
584,3826,0,100
590,3852,0,100
588,3853,0,100
589,3854,0,100
573,3855,0,99.27
589,3855,0,0.73
573,3855,1,100
592,3855,41,100
573,3856,0,1.82
574,3856,0,97.58
785,3856,0,0.61
785,3857,0,100
580,3858,0,100
785,3860,0,100
786,3860,2,100
785,3860,3,0.71
786,3860,3,99.29
785,3860,4,100
784,3862,0,100
784,3863,0,100
782,3864,0,100
6002,3900,0,98.09
6008,3900,0,1.32
6010,3900,0,0.59
6002,3900,2,100
6002,3900,3,100
6008,3901,23,100
6002,3902,0,100
6007,3903,0,100
6007,3903,1,100
6007,3904,0,100
6288,3905,0,100
6290,3906,0,100
6009,3907,0,100
6009,3907,2,100
6009,3907,3,100
6011,3907,4,100
6289,3908,0,100
6290,3910,0,0.28
6291,3910,0,99.72
6008,3911,0,100
6010,3912,0,100
6010,3913,0,100
6007,3914,0,100
6007,3914,1,100
6195,3916,0,100
6197,3917,0,100
6195,3917,2,100
6202,3918,0,100
6192,3919,0,100
6300,3920,0,100
6293,3922,0,99.25
6298,3922,0,0.75
6283,3922,1,100
6282,3922,2,100
6296,3923,0,100
6292,3924,0,100
6285,3925,0,100
6283,3926,0,100
6292,3927,0,100
6287,3928,0,100
6295,3929,0,100
6297,3930,0,99.9
6298,3930,0,0.1
6297,3930,2,100
6286,3931,1,100
6298,3932,0,100
6294,3933,0,100
6299,3934,0,100
6193,3935,0,100
6281,3937,0,100
6191,3938,0,100
6004,3939,0,100
6204,3940,0,100
6198,3942,0,0.21
6199,3942,0,99.79
6198,3942,2,100
6199,3942,3,100
6194,3943,0,100
6201,3944,0,100
6118,3945,0,98.75
6119,3945,0,1.25
6110,3945,1,26.13
6118,3945,1,73.87
6119,3946,0,100
6104,3946,2,33.33
6119,3946,2,66.67
6104,3947,0,100
6119,3948,0,100
6112,3948,1,100
6204,3949,0,100
6101,3951,0,100
6110,3952,0,100
6110,3953,0,100
6109,3953,1,100
6116,3953,2,100
6111,3954,0,100
6102,3955,0,100
6102,3956,0,0.21
6117,3956,0,99.79
6110,3957,0,100
6118,3957,2,100
6248,3960,0,100
6253,3960,2,100
6253,3960,3,100
6252,3960,4,100
6248,3960,5,100
6252,3961,21,100
6252,3961,22,100
6252,3961,23,100
6252,3961,24,100
6252,3961,25,100
6252,3961,26,100
6252,3961,27,100
6252,3961,41,100
6239,3963,0,6.14
6240,3963,0,29.94
6253,3963,0,63.92
6253,3963,3,100
6253,3963,4,100
6235,3965,0,98.92
6248,3965,0,1.08
6232,3966,0,99.62
6248,3966,0,0.38
6232,3966,1,95.79
6248,3966,1,4.21
6232,3967,0,100
6250,3968,0,100
6110,3970,0,0.74
6113,3970,0,99.26
6253,3971,0,100
6253,3971,1,100
6240,3971,2,4.38
6248,3971,2,0.73
6253,3971,2,94.89
6241,3972,0,82.26
6253,3972,0,17.74
6249,3973,0,95.82
6253,3973,0,4.18
6253,3974,0,100
6253,3975,0,100
6248,3976,0,99.08
6253,3976,0,0.92
6253,3976,2,100
6248,3977,0,100
6240,3978,0,100
6238,3979,0,100
6010,3982,0,1.22
6173,3982,0,98.48
6181,3982,0,0.3
6203,3983,0,99.59
6205,3983,0,0.41
6172,3983,2,100
6203,3983,3,100
6181,3983,4,100
6181,3983,5,100
6057,3984,0,100
6058,3984,2,100
6077,3985,0,100
6077,3985,2,100
6181,3986,0,100
6181,3987,0,100
6076,3988,0,100
6076,3988,2,100
6077,3989,0,100
6077,3989,2,100
6077,3989,3,100
6077,3989,4,100
6077,3989,5,100
6205,3991,0,100
6205,3992,0,100
6177,3993,0,100
6061,3994,0,100
6205,3994,2,100
6056,3995,0,100
6056,3995,2,100
6056,3995,3,100
6056,3995,4,100
6054,3996,0,100
6052,3997,0,100
6077,3998,0,100
6077,3998,1,100
6076,3999,0,100
2701,4001,0,100
2701,4051,0,100
2701,4052,0,97.52
2769,4052,0,2.48
2701,4053,0,99.48
2765,4053,0,0.52
2701,4054,0,100
2701,4055,0,100
2701,4056,0,100
2701,4057,0,100
2701,4058,0,99.97
2703,4058,0,0.03
2701,4059,0,100
2765,4101,0,69.7
2767,4101,0,30.3
2765,4102,0,99.95
2767,4102,0,0.05
2767,4103,0,100
2771,4104,0,100
2764,4105,0,100
2775,4106,0,100
2768,4107,0,100
2481,4108,0,100
2471,4112,1,99.74
2481,4112,1,0.26
2476,4112,2,100
2476,4114,0,100
2476,4115,0,1.16
2477,4115,0,98.84
2477,4116,0,100
2783,4117,0,100
2479,4118,0,100
2762,4123,0,100
2774,4124,0,100
2703,4125,0,100
2702,4126,0,100
2766,4127,0,82.62
2770,4127,0,17.38
2770,4132,0,100
2770,4133,0,5.02
2822,4133,0,0.17
2824,4133,0,0.19
2831,4133,0,94.61
2769,4142,0,99.89
2770,4142,0,0.11
2473,4143,0,100
2763,4144,0,99.97
2773,4144,0,0.03
2474,4145,0,100
2475,4146,0,100
2761,4147,0,99.3
2772,4147,0,0.7
2772,4148,0,100
2761,4153,0,0.08
2769,4153,0,0.03
2773,4153,0,99.43
2775,4153,0,0.46
2761,4202,0,0.11
2785,4202,0,99.89
2786,4203,0,100
2480,4204,0,1.05
2618,4204,0,98.43
2621,4204,0,0.52
2480,4206,0,100
2883,4207,0,100
2621,4208,0,100
2793,4222,0,100
2781,4223,0,100
2789,4224,0,100
2782,4225,0,100
2613,4226,0,100
2614,4227,0,100
2615,4228,0,100
2428,4229,0,2.36
2612,4229,0,89.76
2889,4229,0,7.87
2616,4232,0,100
2615,4233,0,0.43
2620,4233,0,99.57
2622,4234,0,100
2782,4242,0,1.09
2787,4242,0,98.82
2793,4242,0,0.09
2784,4243,0,100
2791,4244,0,100
2619,4245,0,99.4
2790,4245,0,0.6
2787,4246,0,1.04
2792,4246,0,98.96
2617,4247,0,100
2611,4252,0,95.03
2787,4252,0,4.97
2611,4253,0,1.4
2788,4253,0,98.6
2788,4254,0,100
2822,4302,0,99.6
2831,4302,0,0.4
2822,4303,0,0.12
2826,4303,0,0.25
4252,4303,0,99.63
2826,4304,0,100
2821,4305,0,12.57
4253,4305,0,1.14
4257,4305,0,86.29
4258,4310,0,100
4253,4312,0,100
4254,4313,0,98.74
4258,4313,0,1.26
4263,4314,0,100
4263,4315,0,0.3
4264,4315,0,99.7
4251,4316,0,100
4262,4317,0,100
4255,4322,0,100
4261,4323,0,99.7
4263,4323,0,0.3
4256,4324,0,100
4259,4325,0,100
4260,4332,0,100
4172,4333,0,100
4161,4334,0,0.2
4177,4334,0,99.8
2824,4402,0,99.9
2831,4402,0,0.1
2823,4410,0,0.2
2829,4410,0,99.8
2833,4411,0,100
2478,4412,0,98
2833,4412,0,2
2472,4413,0,100
2825,4414,0,100
2828,4415,0,99.95
2829,4415,0,0.05
2823,4416,0,100
2834,4417,0,100
2428,4418,0,0.11
2889,4418,0,0.22
2893,4418,0,98.69
2895,4418,0,0.98
2830,4419,0,100
2478,4421,0,100
2821,4422,0,99.67
2829,4422,0,0.33
2827,4423,0,100
2881,4424,0,97.59
2891,4424,0,2.41
2881,4425,0,0.29
2894,4425,0,99.71
2889,4426,0,100
2882,4431,0,99.54
2891,4431,0,0.46
2887,4432,0,100
2832,4433,0,100
2882,4434,0,0.09
2886,4434,0,99.91
2891,4435,0,96.65
2892,4435,0,3.35
