municipality_number, postcode_number, postcode_supplement, pct_in_municipality
2891,4436,0,0.33
2892,4436,0,99.67
2890,4436,2,87.4
2892,4436,2,12.6
2892,4437,0,1.65
2895,4437,0,98.35
2425,4438,0,0.14
2579,4438,0,0.69
2888,4438,0,96.39
2895,4438,0,2.78
2864,4441,0,100
2845,4442,0,99.69
2867,4442,0,0.31
2863,4443,0,2.1
2867,4443,0,97.9
2843,4444,0,0.71
2846,4444,0,7.83
2859,4444,0,83.27
2867,4444,0,8.19
2843,4445,0,0.51
2847,4445,0,99.49
2843,4446,0,97.88
2852,4446,0,2.12
2843,4447,0,2.2
2850,4447,0,95.28
2884,4447,0,2.52
2847,4448,0,2.12
2852,4448,0,93.18
2884,4448,0,4.69
2842,4450,0,0.04
2849,4450,0,0.44
2861,4450,0,99.37
2864,4450,0,0.16
2853,4451,0,0.21
2866,4451,0,99.79
2828,4452,0,0.11
2849,4452,0,99.89
2854,4453,0,100
2869,4455,0,100
2863,4456,0,98.14
2884,4456,0,1.86
2882,4457,0,0.31
2884,4457,0,99.59
2886,4457,0,0.1
2852,4458,0,0.74
2885,4458,0,99.26
2846,4460,0,99.92
2856,4460,0,0.08
2842,4461,0,100
2844,4462,0,2.82
2857,4462,0,97.18
2844,4463,0,100
2853,4464,0,100
2848,4465,0,99.14
2856,4465,0,0.43
4251,4465,0,0.43
2848,4466,0,0.19
2856,4466,0,99.81
2858,4467,0,100
2492,4468,0,100
2841,4469,0,100
2862,4492,0,99.73
2865,4492,0,0.27
2851,4493,0,0.22
2855,4493,0,0.86
2865,4493,0,98.92
2855,4494,0,100
2865,4495,0,0.27
2868,4495,0,99.73
2851,4496,0,100
2860,4497,0,100
2513,4500,0,2.81
2542,4500,0,0.34
2550,4500,0,0.03
2555,4500,0,2.07
2601,4500,0,94.76
2542,4512,0,99.72
2551,4512,0,0.28
2550,4513,0,100
2551,4514,0,100
2553,4515,0,100
2553,4515,1,100
2553,4522,0,0.96
2555,4522,0,99.04
2554,4523,0,100
2547,4524,0,100
2541,4524,2,100
2541,4524,3,100
2541,4525,0,100
2513,4528,0,1.91
2534,4528,0,98.09
2544,4532,0,95.13
2555,4532,0,4.87
2554,4533,0,100
2545,4534,0,100
2548,4535,0,100
2549,4535,2,100
971,4536,0,99.38
992,4536,0,0.62
995,4537,0,100
983,4538,0,100
987,4539,0,100
975,4539,2,100
2516,4542,0,0.91
2527,4542,0,99.09
2516,4543,0,99.33
2545,4543,0,0.67
2517,4552,0,98.75
2527,4552,0,1.25
2532,4553,0,100
2518,4554,0,100
2524,4554,2,100
982,4556,0,0.33
2511,4556,0,99.67
2514,4556,2,100
2511,4556,3,100
2511,4556,4,100
2523,4557,0,100
2535,4558,0,100
2535,4558,2,100
2535,4558,3,100
2513,4562,0,100
2519,4563,0,99.46
2525,4563,0,0.09
2528,4563,0,0.45
2528,4564,0,100
556,4564,1,100
2530,4565,0,100
2525,4566,0,100
2520,4566,2,100
2529,4566,3,100
2455,4571,1,100
2455,4571,2,100
533,4573,0,1.06
2526,4573,0,98.94
2464,4574,0,99.44
2556,4574,0,0.56
2464,4574,1,98.99
2513,4574,1,1.01
2465,4576,0,100
2465,4577,0,100
2465,4578,0,100
2465,4579,0,100
2465,4581,0,100
2465,4582,0,100
2465,4583,0,100
2465,4583,2,100
2456,4584,2,100
2456,4584,3,100
2445,4585,0,100
2465,4586,0,100
2465,4587,0,100
2463,4588,0,100
2465,4588,1,100
2457,4588,2,100
2500,4600,0,0.03
2581,4600,0,99.88
2584,4600,0,0.09
2586,4612,0,100
2582,4613,0,100
2578,4614,0,0.29
2579,4614,0,99.71
2579,4615,0,100
2578,4616,0,0.25
2580,4616,0,99.75
2578,4617,0,100
2571,4618,0,98.24
2580,4618,0,1.76
2401,4622,0,100
2404,4623,0,100
2402,4624,0,100
2406,4625,0,100
2405,4626,0,100
2408,4628,0,100
2575,4629,0,100
2491,4632,0,0.07
2500,4632,0,99.79
2586,4632,0,0.14
2491,4633,0,100
2493,4634,0,1.69
2500,4634,0,1.69
2502,4634,0,91.57
2852,4634,0,5.06
2501,4652,0,100
2497,4653,0,100
2493,4654,0,99.92
2501,4654,0,0.08
2499,4655,0,100
2498,4655,2,95.24
2499,4655,2,4.76
2584,4656,0,99.78
4280,4656,0,0.22
2573,4657,0,99.64
2584,4657,0,0.36
2572,4658,0,97.67
2576,4658,0,2.33
4271,4663,0,100
4271,4665,0,0.04
4280,4665,0,99.96
2407,4702,0,100
2403,4703,0,100
981,4704,0,100
996,4704,2,100
2407,4710,0,0.3
2422,4710,0,99.7
2426,4712,0,100
2427,4713,0,100
2421,4714,0,100
2424,4715,0,100
2429,4716,0,100
691,4716,1,5.13
2423,4716,1,94.87
2421,4717,0,0.58
2422,4717,0,0.12
2426,4717,0,0.7
2427,4717,0,0.23
2428,4717,0,98.37
2406,4718,0,0.38
2425,4718,0,99.62
2421,4719,0,2.17
2428,4719,0,96.38
2889,4719,0,1.45
4280,4800,0,0.04
4289,4800,0,99.96
4282,4802,0,2.03
4285,4802,0,97.97
4274,4803,0,1.16
4287,4803,0,98.84
4274,4805,0,100
1147,4806,0,100
4286,4812,0,2.31
4289,4812,0,97.69
4273,4813,0,0.23
4276,4813,0,0.92
4286,4813,0,98.85
4273,4814,0,96.04
4289,4814,0,3.96
4282,4852,0,99.77
4287,4852,0,0.23
345,4853,0,4.43
4279,4853,0,95.57
4279,4853,2,100
4279,4856,0,100
329,4900,0,100
341,4911,0,100
321,4912,0,99.84
323,4912,0,0.16
323,4913,0,100
337,4914,0,99.77
4279,4914,0,0.23
1139,4915,0,98.63
4279,4915,0,1.37
329,4916,0,100
333,4917,0,100
325,4917,2,100
332,4919,0,1.52
336,4919,0,98.48
321,4922,0,1.89
342,4922,0,98.11
342,4922,2,100
345,4923,0,100
329,4924,0,0.65
334,4924,0,99.35
331,4932,0,100
332,4932,2,100
340,4933,0,100
332,4934,0,100
332,4935,0,100
332,4936,0,92.35
344,4936,0,7.65
344,4937,0,100
322,4938,0,3.8
338,4938,0,96.2
339,4938,2,96.95
954,4938,2,3.05
344,4942,0,1.57
952,4942,0,1.57
959,4942,0,96.85
335,4943,0,88.46
344,4943,0,9.62
959,4943,0,0.96
988,4943,0,0.96
322,4944,0,100
954,4950,0,100
953,4952,0,97.41
954,4952,0,1.29
957,4952,0,0.65
1135,4952,0,0.43
1145,4952,0,0.22
954,4953,0,86.05
960,4953,0,13.95
957,4954,0,0.51
960,4954,0,99.49
326,4955,0,99.61
1145,4955,0,0.39
4001,5000,0,99.91
4012,5000,0,0.09
4001,5004,0,100
2583,5012,0,100
2574,5012,3,100
2574,5012,4,100
2495,5013,0,100
2576,5014,0,100
2503,5015,0,100
2503,5017,0,12.5
4005,5017,0,87.5
4005,5018,0,100
4008,5022,0,100
4002,5023,0,100
4008,5024,0,100
4004,5025,0,100
4004,5026,0,100
4166,5027,0,100
4179,5028,0,100
4001,5032,0,100
4003,5033,0,100
4012,5034,0,100
4013,5035,0,100
4010,5036,0,100
4009,5037,0,100
4144,5040,0,100
4007,5042,0,100
4136,5043,0,100
4142,5044,0,100
4135,5046,1,6.41
4143,5046,1,93.59
4143,5046,2,100
4284,5053,0,100
4284,5053,2,100
4275,5054,1,100
4277,5054,2,100
4272,5056,0,100
4281,5057,0,100
4288,5058,0,100
4173,5062,0,100
4165,5063,0,0.63
4182,5063,0,99.37
4181,5064,0,100
4163,5070,0,100
4175,5072,0,100
4165,5073,0,100
4161,5074,0,100
4167,5075,0,100
4094,5076,0,100
4097,5077,0,100
4096,5078,0,100
4096,5079,0,0.79
4183,5079,0,99.21
4169,5080,0,0.74
4170,5080,0,99.26
4169,5082,0,100
4169,5083,0,100
4170,5084,0,100
4170,5085,0,100
4206,5102,0,100
4203,5103,0,92.41
4204,5103,0,3.3
4206,5103,0,4.29
4203,5103,2,100
4091,5105,0,100
4120,5106,0,100
4125,5107,0,100
4125,5108,0,100
4117,5112,0,100
4199,5113,0,100
4114,5116,0,100
4095,5200,0,99.93
4112,5200,0,0.07
4095,5210,0,0.14
4100,5210,0,0.07
4123,5210,0,99.79
4100,5212,0,100
4122,5213,0,100
4095,5222,0,99.78
4122,5222,0,0.22
4111,5223,0,100
4124,5225,1,100
4121,5233,0,100
4121,5234,0,100
4112,5235,0,100
4110,5236,0,99.71
4124,5236,0,0.29
4106,5237,0,97.53
4124,5237,0,2.47
4092,5242,1,100
4104,5242,2,100
4107,5243,0,100
4093,5244,0,100
4099,5245,0,100
4104,5246,0,100
4164,5272,0,100
4184,5273,0,100
4184,5274,0,100
4184,5275,0,100
4184,5276,0,100
4184,5277,0,100
4042,5300,0,75.98
4044,5300,0,24.02
4044,5301,0,100
4047,5303,0,100
4305,5304,0,100
4305,5305,0,100
4320,5306,0,100
4304,5312,0,100
4309,5313,0,100
4303,5314,0,100
4303,5315,0,100
4313,5316,0,100
4313,5317,0,100
4105,5318,0,100
4309,5322,0,0.45
4310,5322,0,99.55
4316,5323,0,100
4307,5324,0,100
4311,5325,0,100
4176,5326,0,99.58
4184,5326,0,0.42
4323,5330,0,100
4315,5332,0,100
4301,5333,0,100
4302,5334,0,100
4021,5400,0,100
4021,5404,0,100
4021,5405,2,99.87
4027,5405,2,0.13
4021,5406,2,96.5
4024,5406,2,3.5
4026,5408,0,100
4029,5412,0,100
4029,5412,1,100
4024,5413,0,100
4038,5415,0,100
4038,5415,1,100
4038,5415,2,100
4038,5416,0,99
4044,5416,0,1
4044,5417,0,100
4049,5420,0,100
4028,5423,0,100
4318,5425,0,100
4312,5426,0,100
4045,5430,0,100
4034,5432,0,100
4048,5436,0,100
4027,5442,0,100
4035,5443,0,100
4031,5444,0,100
4066,5445,0,100
4037,5452,0,100
4039,5453,0,100
4022,5454,0,100
93,5462,0,4.26
4319,5462,0,95.74
4322,5463,0,100
4317,5464,0,100
4314,5465,0,100
4308,5466,0,100
4306,5467,0,100
4200,5502,0,100
4207,5503,0,100
4205,5504,0,100
4193,5505,0,100
4032,5506,0,99.31
4046,5506,0,0.69
4033,5507,0,100
4046,5512,0,100
4068,5522,0,0.46
4077,5522,0,99.54
4072,5524,0,100
4072,5524,2,100
4067,5525,0,100
4201,5600,0,100
4191,5600,3,100
4210,5603,0,100
4198,5604,0,98.91
4205,5604,0,1.09
4065,5605,0,82.54
4080,5605,0,17.46
4194,5606,0,100
4068,5607,0,100
4041,5608,0,100
4080,5610,0,0.25
4082,5610,0,99.75
4080,5611,0,0.6
4082,5611,0,99.4
4080,5612,0,100
4080,5613,0,100
4076,5614,0,100
4196,5615,0,99.84
4202,5615,0,0.16
4202,5616,0,100
4202,5617,0,100
4076,5618,0,2.03
4227,5618,0,97.97
4064,5619,0,100
4078,5619,2,100
4063,5620,0,100
4062,5621,0,0.1
4083,5621,0,99.9
4240,5622,0,100
4228,5623,0,100
4228,5624,0,0.32
4229,5624,0,99.68
4229,5624,2,100
4233,5625,0,100
4063,5626,0,100
4226,5627,0,100
4222,5628,0,100
4222,5630,0,0.21
4228,5630,0,0.21
4236,5630,0,99.57
4227,5632,0,1.49
4228,5632,0,2.73
4230,5632,0,95.78
4234,5634,0,100
4234,5636,0,100
4223,5637,0,0.61
4224,5637,0,99.39
4232,5637,2,100
1703,5642,0,0.3
4223,5642,0,0.3
4235,5642,0,99.39
4239,5643,0,100
4239,5643,2,100
4223,5643,3,1.69
4239,5643,3,98.31
4223,5644,0,99.79
4239,5644,0,0.21
4239,5645,0,100
4239,5645,2,100
4221,5646,0,100
4237,5647,0,100
4204,5702,0,100
4195,5703,0,0.07
4209,5703,0,99.93
4195,5704,0,100
4197,5705,0,100
4192,5706,0,100
4208,5707,0,100
4132,5708,0,99.52
4192,5708,0,0.48
4131,5712,0,100
4006,5722,0,99.95
4146,5722,0,0.05
4006,5723,0,0.39
4145,5723,0,95.95
4146,5723,0,3.66
4134,5724,0,99.77
4145,5724,0,0.23
4138,5725,0,100
4134,5726,0,0.25
4146,5726,0,99.75
4140,5727,0,100
4135,5728,0,100
4147,5732,0,100
4137,5733,0,100
4141,5734,0,100
1097,5735,0,100
4133,5736,0,100
4139,5737,0,100
4276,5742,0,100
4283,5745,0,100
2573,5746,0,4.23
2585,5746,0,95.77
1061,6000,0,100
1061,6003,0,100
1054,6004,0,0.06
1061,6004,0,99.94
1058,6005,0,3.72
1059,6005,0,6.81
1061,6005,0,89.47
1058,6005,2,100
1054,6006,0,0.04
1061,6006,0,99.82
1063,6006,0,0.13
1059,6010,0,99.9
1401,6010,0,0.07
1507,6010,0,0.03
1059,6012,0,100
1059,6013,0,1.55
1066,6013,0,94.57
1507,6013,0,3.88
1061,6014,0,95.77
1062,6014,0,4.23
1061,6015,0,100
1061,6016,0,10.1
1062,6016,0,17.92
1093,6016,0,61.24
1098,6016,0,10.75
1098,6017,0,100
1083,6018,0,99.11
1095,6018,0,0.38
1098,6018,0,0.51
1062,6019,0,2.4
1098,6019,0,97.6
1024,6020,0,98.88
1054,6020,0,0.27
1061,6020,0,0.85
1083,6022,0,0.26
1086,6022,0,99.74
1040,6023,0,99.87
1093,6023,0,0.13
1088,6024,0,100
1081,6025,0,100
1026,6026,0,0.56
1037,6026,0,98.15
1039,6026,0,0.74
1040,6026,0,0.56
1039,6027,0,100
1039,6028,0,93.83
1081,6028,0,6.17
1051,6030,0,0.09
1052,6030,0,0.38
1054,6030,0,99.53
1024,6032,0,97.36
1054,6032,0,2.64
1052,6033,0,100
1023,6034,0,3.68
1026,6034,0,5.95
1033,6034,0,89.67
4231,6034,0,0.35
4239,6034,0,0.35
1052,6035,0,88.89
1065,6035,0,11.11
1053,6036,0,100
1065,6037,0,100
1033,6038,0,6.69
1055,6038,0,93.01
1065,6038,0,0.3
1057,6038,2,100
1065,6039,0,100
4231,6042,0,100
1051,6043,0,100
1065,6044,0,0.83
1067,6044,0,99.17
1063,6045,0,100
1058,6047,0,100
1058,6048,0,99.1
1059,6048,0,0.9
1058,6052,0,0.1
1507,6052,0,99.9
1401,6053,0,100
1401,6055,0,100
1407,6056,0,100
1407,6060,0,100
1407,6060,2,100
1407,6062,0,100
1407,6063,0,100
1404,6064,0,100
1404,6066,0,100
1404,6067,0,94.62
1406,6067,0,5.38
1404,6068,0,100
1406,6072,0,100
1406,6073,0,100
1403,6074,0,96.09
1406,6074,0,3.91
1405,6078,0,100
1405,6078,2,100
783,6083,0,100
783,6084,0,100
783,6085,0,100
783,6086,0,100
1062,6102,0,100
1066,6103,0,100
1002,6105,0,0.95
1009,6105,0,97.47
1098,6105,0,1.58
1009,6106,0,31.9
1098,6106,0,68.1
1001,6110,0,0.1
1002,6110,0,0.31
1009,6110,0,15.14
1098,6110,0,3.34
1107,6110,0,81
1136,6110,0,0.1
1007,6110,2,75
1136,6110,2,25
1001,6112,0,100
1007,6113,0,100
1107,6114,0,100
1107,6122,0,0.2
1136,6122,0,96.73
1151,6122,0,3.07
1136,6123,0,100
1132,6125,0,6.9
1136,6125,0,82.76
1151,6125,0,10.34
1151,6126,0,100
1132,6130,0,0.35
1136,6130,0,0.12
1151,6130,0,99.53
1132,6132,0,22.73
1151,6132,0,77.27
1132,6133,0,98.72
1151,6133,0,1.28
1130,6142,0,100
1130,6143,0,1.9
1143,6143,0,98.1
1126,6144,0,0.44
1150,6144,0,99.33
1151,6144,0,0.22
1129,6145,0,100
333,6146,0,0.43
1131,6146,0,99.57
333,6147,0,0.32
1122,6147,0,91.8
1131,6147,0,7.26
1139,6147,0,0.63
1129,6152,0,3.3
1150,6152,0,96.7
1135,6153,0,1.54
1145,6153,0,97.3
1150,6153,0,1.16
1135,6154,0,96.18
1151,6154,0,3.82
1132,6156,0,1.87
1135,6156,0,92.99
1151,6156,0,5.14
1135,6156,2,100
1002,6162,0,99.71
1005,6162,0,0.29
1002,6162,2,100
1002,6162,3,98.05
1005,6162,3,1.95
1002,6163,0,100
1002,6166,0,2.59
1005,6166,0,96.85
1007,6166,0,0.56
1007,6167,0,100
1004,6170,0,0.17
1007,6170,0,0.77
1008,6170,0,98.8
1010,6170,0,0.26
1004,6173,0,99.1
1010,6173,0,0.9
1004,6174,0,100
1010,6182,0,100
1004,6192,0,8.81
1010,6192,0,91.19
1010,6196,0,100
901,6197,0,6.11
906,6197,0,88.51
924,6197,0,0.73
1004,6197,0,3.42
1010,6197,0,1.22
1093,6203,0,100
1093,6204,0,1.64
1102,6204,0,98.36
1084,6205,0,100
1024,6206,0,2.05
1040,6206,0,0.11
1093,6206,0,96.76
1098,6206,0,1.08
1093,6207,0,0.76
1094,6207,0,98.74
1095,6207,0,0.13
1098,6207,0,0.38
1095,6208,0,100
1091,6210,0,7.67
1095,6210,0,4.62
1099,6210,0,0.28
1103,6210,0,87.43
1125,6211,1,100
1089,6212,0,100
1091,6212,2,100
1089,6213,0,99.56
1104,6213,0,0.44
1084,6214,0,0.33
1099,6214,0,99.67
1081,6215,0,100
1081,6215,2,100
1091,6216,0,95.38
1095,6216,0,4.62
1128,6217,0,100
1128,6218,0,100
1081,6221,0,5.67
1097,6221,0,94.33
1081,6222,0,99.56
1099,6222,0,0.44
1100,6231,0,100
1085,6232,0,100
1082,6233,0,100
1104,6234,0,100
1104,6234,1,100
1104,6235,0,94.91
1125,6235,0,5.09
1104,6236,0,100
1091,6242,0,2.65
1146,6242,0,97.35
1127,6243,0,100
1123,6244,0,0.19
1126,6244,0,0.75
1127,6244,0,1.12
1137,6244,0,97.94
1126,6245,0,95
1131,6245,0,5
1123,6246,0,97.61
1125,6246,0,2.39
1126,6247,0,0.23
1143,6247,0,99.77
1121,6248,0,96.37
1151,6248,0,3.63
1125,6252,0,99.35
1140,6252,0,0.65
1125,6253,0,100
1140,6260,0,100
1125,6260,2,1.69
1140,6260,2,95.76
1147,6260,2,2.54
1140,6260,3,5.26
1147,6260,3,94.74
1140,6260,4,100
1140,6262,0,100
1123,6263,0,0.54
1140,6263,0,99.46
1139,6264,0,99.79
4274,6264,0,0.21
1139,6265,0,5.78
1142,6265,0,94.22
1023,6274,0,2.48
1026,6274,0,97.1
1031,6274,0,0.41
1023,6275,0,82.8
1031,6275,0,0.46
1032,6275,0,16.59
4239,6275,0,0.15
1032,6276,0,100
1032,6277,0,98.77
4223,6277,0,1.23
1032,6277,2,100
1031,6280,0,92.6
1032,6280,0,1.45
1039,6280,0,5.95
1031,6280,2,88.89
1039,6280,2,11.11
1031,6283,0,66.49
1032,6283,0,3.78
1039,6283,0,29.73
1030,6284,0,100
1030,6284,2,100
1030,6285,0,100
1030,6285,2,100
1022,6286,0,100
1021,6287,0,98.23
1041,6287,0,1.77
1030,6288,0,0.18
1041,6288,0,99.82
1030,6289,0,100
1030,6289,2,100
1025,6294,0,100
1030,6295,0,100
1701,6300,0,0.46
1708,6300,0,0.77
1711,6300,0,98.77
1711,6300,5,100
1701,6312,0,0.09
1708,6312,0,99.91
1704,6313,0,99.87
1705,6313,0,0.13
1704,6313,2,100
1704,6313,3,100
1706,6314,0,0.06
1709,6314,0,99.76
1711,6314,0,0.18
1701,6314,1,25.71
1704,6314,1,57.14
1709,6314,1,14.29
1711,6314,1,2.86
1706,6315,0,99.68
1709,6315,0,0.32
1704,6315,2,6.84
1706,6315,2,93.16
1371,6315,3,1.49
1706,6315,3,98.51
1711,6317,0,100
1362,6318,0,1.47
1710,6318,0,97.65
1711,6318,0,0.88
1701,6319,0,100
1702,6330,0,98.85
1708,6330,0,1.09
1711,6330,0,0.06
1702,6331,0,0.77
1703,6331,0,99.23
1702,6332,0,99.57
1703,6332,0,0.43
1703,6333,0,100
1701,6340,0,99.86
1705,6340,0,0.14
4,6340,4,52.94
295,6340,4,11.76
1705,6340,4,35.29
1707,6343,0,100
1707,6343,2,100
1707,6343,3,100
1707,6343,4,100
1064,6344,0,100
1701,6345,0,0.2
1705,6345,0,99.8
1056,6353,0,0.23
1069,6353,0,99.77
1068,6354,0,99.54
1069,6354,0,0.15
1311,6354,0,0.31
1068,6356,0,10.06
1069,6356,0,61.45
1362,6356,0,28.49
1506,6362,0,0.85
1510,6362,0,99.15
1505,6363,0,13.98
1510,6363,0,86.02
1510,6363,1,100
1505,6363,2,70.83
1510,6363,2,29.17
1510,6365,0,100
1508,6370,0,0.14
1509,6370,0,99.86
1508,6370,41,100
1506,6372,0,100
1505,6373,0,100
1502,6374,0,99.18
1505,6374,0,0.72
1508,6374,0,0.1
1501,6375,0,100
1501,6376,0,3.95
1504,6376,0,96.05
1215,6377,0,94.15
1504,6377,0,5.85
1508,6382,0,100
1503,6383,0,98.95
1511,6383,0,1.05
1508,6383,2,96.3
1511,6383,2,3.7
1503,6383,3,100
1503,6383,4,100
1511,6386,0,100
1511,6387,0,100
1402,6388,0,39.13
1511,6388,0,60.87
1203,6390,0,0.53
1402,6390,0,98.52
1511,6390,0,0.95
1331,6402,0,100
1331,6403,0,100
1056,6404,0,100
1331,6405,0,100
1362,6410,0,100
1362,6410,2,100
1362,6410,3,100
1362,6410,4,100
1311,6410,5,100
1362,6414,0,100
1362,6415,0,100
1362,6416,0,1.47
1374,6416,0,98.53
1371,6417,0,99.08
1372,6417,0,0.5
1706,6417,0,0.42
1370,6418,0,95.01
1371,6418,0,1.13
1706,6418,0,3.86
1371,6422,0,0.28
1373,6422,0,99.72
1364,6423,0,1.09
1372,6423,0,98.91
1365,6424,0,100
1361,6430,0,0.07
1372,6430,0,99.93
1361,6432,0,0.23
1372,6432,0,99.77
1366,6433,0,94.18
1367,6433,0,5.82
1363,6434,0,100
1367,6436,0,100
1367,6436,2,100
1367,6436,3,100
1372,6438,0,100
1364,6440,0,99.41
1366,6440,0,0.59
1215,6441,2,100
1311,6442,0,100
1366,6443,0,100
1217,6452,0,83.82
1366,6452,0,16.18
1217,6452,2,17.65
1369,6452,2,82.35
1207,6454,0,100
1201,6460,0,88.19
1205,6460,0,11.67
1207,6460,0,0.14
1211,6461,0,100
1214,6462,0,100
1205,6463,0,100
1205,6464,0,1.17
1218,6464,0,98.83
1219,6465,0,100
1204,6466,0,100
1213,6467,0,100
1203,6468,0,100
1205,6469,0,21.71
1213,6469,0,78.29
1206,6472,0,100
1209,6473,0,2.53
1216,6473,0,97.47
1209,6474,0,26.62
1216,6474,0,73.38
1216,6475,0,100
1209,6476,0,77.36
1216,6476,0,22.64
1209,6482,0,99.48
1220,6482,0,0.52
1220,6484,0,100
1220,6485,0,100
1208,6487,0,100
1202,6490,0,100
1212,6491,0,100
1210,6493,0,100
5002,6500,0,100
5002,6503,0,100
5002,6512,0,100
5002,6513,0,100
5002,6514,0,100
5002,6515,0,99.46
5017,6515,0,0.54
5113,6516,0,18.61
5138,6516,0,81.39
5001,6517,0,100
5002,6518,0,100
5002,6523,0,100
5002,6524,0,100
5002,6525,0,100
5287,6526,0,100
5287,6527,0,100
5002,6528,0,99.9
5017,6528,0,0.1
5001,6532,0,92.72
5002,6532,0,0.27
5010,6532,0,7.01
5010,6533,0,100
3835,6534,0,100
3834,6535,0,100
3805,6537,0,3.33
3832,6537,0,96.67
3832,6538,0,100
3805,6540,0,100
3810,6541,0,100
3804,6542,0,100
3837,6543,0,100
3837,6544,0,100
3837,6545,0,100
3808,6546,0,51.2
3837,6546,0,48.8
3808,6547,0,100
3808,6548,0,100
3834,6549,0,100
3832,6556,0,100
3831,6557,0,92.47
3832,6557,0,7.53
3821,6558,0,100
3823,6562,0,100
3822,6563,0,100
3822,6565,0,100
5398,6571,0,100
5113,6572,0,1.31
5398,6572,0,98.69
5398,6573,0,100
5398,6574,0,100
5398,6575,0,100
5398,6575,1,100
5398,6576,0,100
5398,6577,0,100
5398,6578,0,100
5398,6579,0,100
5002,6582,0,100
5002,6583,0,100
5002,6584,0,100
5002,6592,0,2.6
5003,6592,0,0.41
5017,6592,0,96.99
5003,6593,0,97.42
5017,6593,0,1.97
5398,6593,0,0.61
5113,6594,0,2.52
5138,6594,0,0.94
5398,6594,0,96.54
5112,6595,0,90.83
5113,6595,0,8.52
5138,6595,0,0.66
5108,6596,0,98.37
5113,6596,0,1.63
5138,6597,0,100
5118,6598,0,5.48
5131,6598,0,94.52
5003,6599,0,100
5113,6600,0,99.91
5120,6600,0,0.09
5113,6600,2,0.21
5118,6600,2,0.21
5120,6600,2,97.26
5121,6600,2,2.32
5113,6600,4,100
5113,6605,0,95.14
5121,6605,0,4.86
5136,6611,13,100
5136,6611,16,100
5136,6611,17,100
5091,6612,0,99.26
5113,6612,0,0.74
5125,6613,0,100
5097,6614,0,100
5097,6614,2,100
5115,6616,0,100
5091,6618,0,0.43
5115,6618,0,99.57
5125,6622,0,100
5102,6631,0,100
5135,6632,0,100
5112,6633,0,100
5095,6634,0,100
5138,6635,0,100
5105,6636,0,100
5129,6637,0,100
5113,6644,0,0.2
5121,6644,0,99.8
5096,6645,0,59.7
5118,6645,0,40.3
5096,6646,0,2.02
5118,6646,0,6.63
5131,6646,0,91.35
5117,6647,0,100
5118,6648,0,100
5113,6652,0,9.11
5396,6652,0,90.89
5396,6653,0,100
5396,6654,0,100
5136,6655,0,0.16
5397,6655,0,99.84
5397,6655,2,100
5397,6655,3,100
5397,6656,0,100
5397,6657,0,100
5397,6658,0,100
5397,6659,0,100
5397,6659,9,100
5136,6661,0,100
5136,6661,2,100
5136,6661,3,100
5136,6662,0,100
5136,6663,0,99.38
5397,6663,0,0.62
5136,6663,2,100
5136,6664,0,100
5317,6670,0,0.26
5324,6670,0,99.74
5324,6672,0,100
5317,6673,0,100
5317,6674,0,100
5317,6674,2,100
5310,6675,0,100
5310,6676,0,100
5317,6677,1,100
5317,6677,2,100
5317,6678,0,100
5317,6678,2,100
5317,6678,3,100
5315,6682,0,100
5309,6683,0,100
5307,6683,2,100
5307,6684,0,100
5307,6684,1,100
5304,6685,0,100
5310,6690,0,100
5310,6690,1,100
5323,6692,0,100
5323,6692,1,100
5323,6693,0,100
5323,6694,0,100
5323,6695,0,100
5323,6695,1,100
5323,6696,0,100
5002,6702,0,100
5287,6703,0,100
5287,6705,0,100
5287,6707,0,100
5281,6710,0,100
5050,6713,0,100
5050,6714,0,100
5048,6715,0,100
5048,6716,0,100
5048,6716,2,100
5048,6716,3,100
5049,6717,0,100
5049,6717,1,100
5049,6718,0,100
5049,6718,1,100
5049,6719,0,100
5049,6720,0,100
5049,6720,2,100
5050,6721,0,100
5048,6721,2,100
5048,6722,0,100
5048,6723,0,100
5048,6723,2,100
5048,6723,3,100
5048,6724,0,100
5048,6724,2,100
5077,6742,0,99.37
5281,6742,0,0.63
5064,6743,0,100
5076,6744,0,100
5073,6745,0,100
5072,6746,0,100
5072,6746,1,100
5072,6746,2,100
5072,6747,0,100
5072,6748,0,100
5072,6749,0,100
5072,6749,1,100
5072,6760,0,100
5072,6760,1,100
5072,6760,2,100
5072,6760,3,100
5072,6760,4,100
5072,6760,5,100
5072,6763,0,100
5072,6763,1,100
5072,6764,0,100
5078,6772,0,100
5078,6773,0,100
5071,6774,0,100
5079,6775,0,100
5061,6776,0,0.29
5079,6776,0,99.71
5079,6777,0,100
5079,6777,1,100
5061,6780,0,100
5061,6780,2,100
5063,6781,1,100
5063,6781,4,100
5238,6802,0,100
5238,6803,0,100
5238,6804,0,100
5199,6805,0,100
5238,6806,0,100
5189,6807,0,1.43
5226,6807,0,0.36
5227,6807,0,98.04
5238,6807,0,0.18
5227,6808,0,100
5238,6809,0,100
5009,6810,0,100
5189,6814,2,100
5162,6814,3,100
5198,6815,0,100
5154,6816,0,100
5195,6817,0,100
5197,6818,0,100
5219,6821,0,100
5144,6822,0,100
5144,6823,0,25.49
5192,6823,0,74.51
5254,6825,0,100
5263,6826,0,100
5160,6827,0,100
5242,6828,0,99.63
5251,6828,0,0.37
5242,6830,0,0.13
5250,6830,0,99.87
5250,6832,0,100
5250,6832,1,100
5257,6833,0,0.27
