number, supplement, name
1992,1,Les Mayens-de-Sion
1992,1,Les Mayens-de-Sion
1992,2,La Vernaz
1992,3,Crête-à-l'Oeil
1993,0,Veysonnaz
1993,0,Veysonnaz
1993,0,Veysonnaz
1993,2,Clèbes (Nendaz)
1994,2,Aproz (Nendaz)
1994,2,Aproz (Nendaz)
1996,0,Basse-Nendaz
1996,1,Fey (Nendaz)
1996,2,Bieudron (Nendaz)
1996,3,Condémines (Nendaz
1996,4,Saclentse
1996,5,Baar (Nendaz)
1996,6,Beuson (Nendaz)
1996,7,Brignon (Nendaz)
1997,0,Haute-Nendaz
1997,1,Siviez (Nendaz)
1997,2,Sornard (Nendaz)
2000,0,Neuchâtel
2000,0,Neuchâtel
2000,0,Neuchâtel
2012,0,Auvernier
2013,0,Colombier NE
2013,0,Colombier NE
2014,0,Bôle
2014,0,Bôle
2015,0,Areuse
2016,0,Cortaillod
2017,0,Boudry
2019,0,Rochefort
2019,2,Chambrelien
2019,2,Chambrelien
2022,0,Bevaix
2022,0,Bevaix
2023,0,Gorgier
2024,0,St-Aubin-Sauges
2025,0,Chez-le-Bart
2027,2,Montalchez
2027,3,Fresens
2028,0,Vaumarcus
2028,0,Vaumarcus
2034,0,Peseux
2035,0,Corcelles NE
2035,0,Corcelles NE
2035,0,Corcelles NE
2036,0,Cormondrèche
2036,0,Cormondrèche
2037,0,Montmollin
2037,0,Montmollin
2037,2,Montezillon
2042,0,Valangin
2042,0,Valangin
2043,0,Boudevilliers
2046,0,Fontaines NE
2052,0,Fontainemelon
2052,2,La Vue-des-Alpes
2053,0,Cernier
2054,0,Chézard-St-Martin
2054,2,Les Vieux-Prés
2056,0,Dombresson
2057,0,Villiers
2058,0,Le Pâquier NE
2063,0,Vilars NE
2063,2,Engollon
2063,3,Fenin
2063,4,Saules
2065,0,Savagnier
2067,0,Chaumont
2067,0,Chaumont
2067,0,Chaumont
2068,0,Hauterive NE
2072,0,St-Blaise
2072,0,St-Blaise
2072,0,St-Blaise
2073,0,Enges
2073,0,Enges
2074,0,Marin-Epagnier
2075,1,Thielle
2075,1,Thielle
2075,2,Wavre
2087,0,Cornaux NE
2087,0,Cornaux NE
2088,0,Cressier NE
2103,0,Noiraigue
2103,0,Noiraigue
2103,0,Noiraigue
2105,0,Travers
2105,0,Travers
2108,0,Couvet
2108,0,Couvet
2112,0,Môtiers NE
2113,0,Boveresse
2114,0,Fleurier
2115,0,Buttes
2115,0,Buttes
2116,0,Mont-de-Buttes
2117,0,La Côte-aux-Fées
2123,0,St-Sulpice NE
2124,0,Les Sagnettes
2124,0,Les Sagnettes
2126,0,Les Verrières
2126,0,Les Verrières
2127,0,Les Bayards
2149,0,Champ-du-Moulin
2149,0,Champ-du-Moulin
2149,2,Fretereules
2149,3,Brot-Dessous
2206,0,Geneveys-Coffrane
2207,0,Coffrane
2208,0,Les Hauts-Geneveys
2300,0,La Chaux-de-Fonds
2300,8,La Cibourg
2314,0,La Sagne NE
2314,0,La Sagne NE
2316,0,Ponts-de-Martel
2316,0,Ponts-de-Martel
2316,2,Petit-Martel
2318,0,Brot-Plamboz
2318,0,Brot-Plamboz
2318,0,Brot-Plamboz
2322,0,Le Crêt-du-Locle
2322,0,Le Crêt-du-Locle
2325,0,Les Planchettes
2333,0,La Ferrière
2333,0,La Ferrière
2333,0,La Ferrière
2333,2,La Cibourg
2336,0,Les Bois
2336,0,Les Bois
2338,0,Les Emibois
2338,2,Muriaux
2340,0,Le Noirmont
2345,0,Les Breuleux
2345,0,Les Breuleux
2345,0,Les Breuleux
2345,0,Les Breuleux
2345,2,Le Cerneux-Veusil
2345,2,Le Cerneux-Veusil
2345,2,Le Cerneux-Veusil
2345,3,Chaux-des-Breuleux
2350,0,Saignelégier
2353,0,Les Pommerats
2353,0,Les Pommerats
2354,0,Goumois
2360,0,Le Bémont JU
2362,0,Montfaucon
2362,2,Montfavergier
2363,0,Les Enfers
2363,0,Les Enfers
2364,0,St-Brais
2400,0,Le Locle
2400,0,Le Locle
2400,2,Le Prévoux
2400,2,Le Prévoux
2400,2,Le Prévoux
2405,0,La Chaux-du-Milieu
2405,0,La Chaux-du-Milieu
2406,0,La Brévine
2406,0,La Brévine
2406,2,Les Taillères
2406,3,La Châtagne
2406,3,La Châtagne
2406,4,Le Brouillet
2406,4,Le Brouillet
2406,4,Le Brouillet
2414,0,Cerneux-Péquignot
2416,0,Les Brenets
2500,0,Biel/Bienne
2502,0,Biel/Bienne
2503,0,Biel/Bienne
2503,0,Biel/Bienne
2504,0,Biel/Bienne
2504,0,Biel/Bienne
2504,0,Biel/Bienne
2505,0,Biel/Bienne
2505,0,Biel/Bienne
2512,0,Tüscherz-Alfermée
2513,0,Twann
2513,0,Twann
2514,0,Ligerz
2514,0,Ligerz
2515,0,Prêles
2516,0,Lamboing
2516,0,Lamboing
2517,0,Diesse
2518,0,Nods
2518,0,Nods
2520,0,La Neuveville
2520,0,La Neuveville
2523,0,Lignières
2523,0,Lignières
2523,0,Lignières
2523,0,Lignières
2523,0,Lignières
2523,0,Lignières
2525,0,Le Landeron
2525,0,Le Landeron
2532,0,Magglingen/Macolin
2532,0,Magglingen/Macolin
2533,0,Evilard
2534,0,Orvin
2534,2,Les Prés-d'Orvin
2534,2,Les Prés-d'Orvin
2534,2,Les Prés-d'Orvin
2535,0,Frinvillier
2535,0,Frinvillier
2535,0,Frinvillier
2536,0,Plagne
2536,0,Plagne
2537,0,Vauffelin
2538,0,Romont BE
2540,0,Grenchen
2542,0,Pieterlen
2543,0,Lengnau BE
2544,0,Bettlach
2545,0,Selzach
2552,0,Orpund
2552,0,Orpund
2553,0,Safnern
2554,0,Meinisberg
2555,0,Brügg BE
2556,0,Scheuren
2556,2,Schwadernau
2557,0,Studen BE
2557,0,Studen BE
2558,0,Aegerten
2558,0,Aegerten
2560,0,Nidau
2560,0,Nidau
2562,0,Port
2562,0,Port
2563,0,Ipsach
2563,0,Ipsach
2564,0,Bellmund
2565,0,Jens
2572,0,Sutz
2572,2,Mörigen
2575,0,Täuffelen
2575,0,Täuffelen
2575,1,Gerolfingen
2575,2,Hagneck
2575,2,Hagneck
2575,2,Hagneck
2576,0,Lüscherz
2576,0,Lüscherz
2577,0,Siselen BE
2577,2,Finsterhennen
2603,0,Péry
2603,0,Péry
2604,0,La Heutte
2605,0,Sonceboz-Sombeval
2606,0,Corgémont
2606,0,Corgémont
2607,0,Cortébert
2608,0,Courtelary
2608,2,Mtgne-Courtelary
2608,2,Mtgne-Courtelary
2608,2,Mtgne-Courtelary
2610,0,St-Imier
2610,2,Mont-Soleil
2610,2,Mont-Soleil
2610,3,Les Pontins
2610,3,Les Pontins
2610,4,Mont-Crosin
2610,4,Mont-Crosin
2610,4,Mont-Crosin
2612,0,Cormoret
2613,0,Villeret
2613,0,Villeret
2615,0,Sonvilier
2615,2,Montagne-Sonvilier
2616,0,Renan BE
2616,0,Renan BE
2616,2,La Cibourg
2710,0,Tavannes
2710,0,Tavannes
2712,0,Le Fuet
2712,0,Le Fuet
2713,0,Bellelay
2714,0,Les Genevez JU
2714,2,Le Prédame
2715,1,Châtelat
2715,2,Monible
2716,0,Sornetan
2717,0,Fornet-Dessous
2717,2,Rebévelier
2718,0,Lajoux JU
2718,0,Lajoux JU
2718,2,Fornet-Dessus
2718,2,Fornet-Dessus
2720,0,Tramelan
2720,0,Tramelan
2720,0,Tramelan
2720,2,La Tanne
2720,2,La Tanne
2720,2,La Tanne
2720,2,La Tanne
2722,0,Les Reussilles
2723,0,Mont-Tramelan
2723,0,Mont-Tramelan
2723,0,Mont-Tramelan
2723,0,Mont-Tramelan
2732,0,Reconvilier
2732,0,Reconvilier
2732,2,Saicourt
2732,3,Saules BE
2732,4,Loveresse
2733,0,Pontenet
2735,2,Bévilard
2735,3,Champoz
2735,3,Champoz
2735,4,Malleray
2735,4,Malleray
2736,0,Sorvilier
2738,0,Court
2740,0,Moutier
2740,0,Moutier
2740,0,Moutier
2742,0,Perrefitte
2743,0,Eschert
2744,0,Belprahon
2745,0,Grandval
2746,0,Crémines
2747,0,Corcelles BE
2747,0,Corcelles BE
2747,2,Seehof
2747,2,Seehof
2748,0,Souboz
2748,0,Souboz
2748,2,Les Ecorcheresses
2748,2,Les Ecorcheresses
2762,0,Roches BE
2800,0,Delémont
2800,0,Delémont
2800,0,Delémont
2802,0,Develier
2803,0,Bourrignon
2803,0,Bourrignon
2805,0,Soyhières
2805,0,Soyhières
2806,0,Mettembert
2806,0,Mettembert
2807,0,Pleigne
2807,1,Lucelle
2812,0,Movelier
2813,0,Ederswiler
2813,0,Ederswiler
2813,0,Ederswiler
2814,0,Roggenburg
2814,0,Roggenburg
2814,0,Roggenburg
2822,0,Courroux
2823,0,Courcelon
2824,0,Vicques
2825,0,Courchapoix
2826,0,Corban
2827,0,Mervelier
2827,2,Schelten
2827,2,Schelten
2828,0,Montsevelier
2829,0,Vermes
2830,0,Courrendlin
2830,0,Courrendlin
2830,2,Vellerat
2832,0,Rebeuvelier
2832,0,Rebeuvelier
2842,0,Rossemaison
2843,0,Châtillon JU
2852,0,Courtételle
2852,0,Courtételle
2853,0,Courfaivre
2853,0,Courfaivre
2854,0,Bassecourt
2855,0,Glovelier
2856,0,Boécourt
2857,0,Montavon
2857,0,Montavon
2863,0,Undervelier
2864,0,Soulce
2873,0,Saulcy
2873,0,Saulcy
2882,0,St-Ursanne
2882,0,St-Ursanne
2883,0,Montmelon
2883,0,Montmelon
2883,0,Montmelon
2883,0,Montmelon
2884,0,Montenol
2885,0,Epauvillers
2886,0,Epiquerez
2886,0,Epiquerez
2887,0,Soubey
2888,0,Seleute
2889,0,Ocourt
2900,0,Porrentruy
2902,0,Fontenais
2903,0,Villars-Fontenais
2904,0,Bressaucourt
2905,0,Courtedoux
2906,0,Chevenez
2907,0,Rocourt
2908,0,Grandfontaine
2912,2,Réclère
2912,3,Roche-d'Or
2914,0,Damvant
2915,0,Bure
2915,0,Bure
2916,0,Fahy
2922,0,Courchavon
2923,0,Courtemaîche
2924,0,Montignez
2925,0,Buix
2926,0,Boncourt
2932,0,Coeuve
2933,2,Damphreux
2933,3,Lugnez
2935,0,Beurnevésin
2942,0,Alle
2943,0,Vendlincourt
2944,0,Bonfol
2946,0,Miécourt
2947,0,Charmoille
2950,0,Courgenay
2950,2,Courtemautruy
2952,0,Cornol
2952,0,Cornol
2953,2,Fregiécourt
2953,3,Pleujouse
2954,0,Asuel
3004,0,Bern
3005,0,Bern
3006,0,Bern
3007,0,Bern
3007,0,Bern
3008,0,Bern
3010,0,Bern
3011,0,Bern
3012,0,Bern
3013,0,Bern
3014,0,Bern
3015,0,Bern
3018,0,Bern
3019,0,Bern
3020,0,Bern
3020,0,Bern
3027,0,Bern
3032,0,Hinterkappelen
3032,0,Hinterkappelen
3033,0,Wohlen b. Bern
3033,0,Wohlen b. Bern
3034,0,Murzelen
3035,0,Frieswil
3035,0,Frieswil
3036,0,Detligen
3036,0,Detligen
3037,0,Herrenschwanden
3037,0,Herrenschwanden
3037,0,Herrenschwanden
3038,0,Kirchlindach
3042,0,Ortschwaben
3042,0,Ortschwaben
3042,0,Ortschwaben
3043,0,Uettligen
3044,2,Innerberg
3045,0,Meikirch
3045,0,Meikirch
3046,0,Wahlendorf
3047,0,Bremgarten b. Bern
3048,0,Worblaufen
3048,0,Worblaufen
3049,0,Säriswil
3052,0,Zollikofen
3052,0,Zollikofen
3053,0,Münchenbuchsee
3053,0,Münchenbuchsee
3053,0,Münchenbuchsee
3053,2,Deisswil Mbuchsee
3053,3,Diemerswil
3053,4,Wiggiswil
3053,5,Lätti
3054,0,Schüpfen
3063,0,Ittigen
3063,0,Ittigen
3063,0,Ittigen
3065,0,Bolligen
3065,0,Bolligen
3066,0,Stettlen
3066,0,Stettlen
3066,0,Stettlen
3066,0,Stettlen
3067,0,Boll
3067,0,Boll
3068,0,Utzigen
3068,0,Utzigen
3068,0,Utzigen
3072,0,Ostermundigen
3072,0,Ostermundigen
3073,0,Gümligen
3073,0,Gümligen
3073,0,Gümligen
3074,0,Muri b. Bern
3075,0,Rüfenacht BE
3075,2,Vielbringen Worb
3076,0,Worb
3076,0,Worb
3076,0,Worb
3076,0,Worb
3077,0,Enggistein
3078,0,Richigen
3082,0,Schlosswil
3082,0,Schlosswil
3083,0,Trimstein
3084,0,Wabern
3084,0,Wabern
3086,0,Zimmerwald
3086,0,Zimmerwald
3086,0,Zimmerwald
3086,0,Zimmerwald
3086,2,Englisberg
3087,0,Niedermuhlern
3087,0,Niedermuhlern
3087,0,Niedermuhlern
3088,0,Rüeggisberg
3088,2,Oberbütschel
3089,0,Hinterfultigen
3095,0,Spiegel b. Bern
3096,0,Oberbalm
3096,0,Oberbalm
3097,0,Liebefeld
3097,0,Liebefeld
3098,0,Köniz
3098,1,Schliern b. Köniz
3099,0,Rüti b. Riggisberg
3099,0,Rüti b. Riggisberg
3099,0,Rüti b. Riggisberg
3110,0,Münsingen
3111,0,Tägertschi
3112,0,Allmendingen b. BE
3112,0,Allmendingen b. BE
3113,0,Rubigen
3113,0,Rubigen
3114,0,Wichtrach
3114,0,Wichtrach
3115,0,Gerzensee
3115,0,Gerzensee
3115,0,Gerzensee
3116,0,Kirchdorf BE
3116,2,Mühledorf BE
3116,3,Noflen BE
3122,0,Kehrsatz
3122,0,Kehrsatz
3122,0,Kehrsatz
3123,0,Belp
3123,0,Belp
3123,0,Belp
3124,0,Belpberg
3125,0,Toffen
3125,0,Toffen
3125,0,Toffen
3126,0,Kaufdorf
3126,0,Kaufdorf
3126,2,Gelterfingen
3127,0,Mühlethurnen
3127,2,Lohnstorf
3128,0,Kirchenthurnen
3128,0,Kirchenthurnen
3128,2,Rümligen
3132,0,Riggisberg
3132,0,Riggisberg
3132,0,Riggisberg
3144,0,Gasel
3145,0,Niederscherli
3145,0,Niederscherli
3147,0,Mittelhäusern
3147,0,Mittelhäusern
3148,0,Lanzenhäusern
3150,0,Schwarzenburg
3150,0,Schwarzenburg
3152,0,Mamishaus
3152,0,Mamishaus
3153,0,Rüschegg Gambach
3154,0,Rüschegg Heubach
3154,0,Rüschegg Heubach
3154,0,Rüschegg Heubach
3155,0,Helgisried
3155,0,Helgisried
3156,0,Riffenmatt
3156,0,Riffenmatt
3157,0,Milken
3157,0,Milken
3157,0,Milken
3158,0,Guggisberg
3159,0,Riedstätt
3172,0,Niederwangen BE
3173,0,Oberwangen b. Bern
3174,0,Thörishaus
3174,0,Thörishaus
3175,0,Flamatt
3176,0,Neuenegg
3176,0,Neuenegg
3177,0,Laupen BE
3177,0,Laupen BE
3177,0,Laupen BE
3178,0,Bösingen
3179,0,Kriechenwil
3179,0,Kriechenwil
3182,0,Ueberstorf
3182,0,Ueberstorf
3182,0,Ueberstorf
3183,0,Albligen
3184,0,Wünnewil
3184,0,Wünnewil
3185,0,Schmitten FR
3185,0,Schmitten FR
3185,0,Schmitten FR
3185,0,Schmitten FR
3186,0,Düdingen
3202,0,Frauenkappelen
3202,0,Frauenkappelen
3203,0,Mühleberg
3204,0,Rosshäusern
3204,0,Rosshäusern
3205,0,Gümmenen
3205,0,Gümmenen
3205,0,Gümmenen
3206,0,Rizenbach
3206,1,Ferenbalm
3206,2,Wallenbuch
3206,3,Biberen
3206,4,Gammen
3207,0,Wileroltigen
3207,0,Wileroltigen
3207,0,Wileroltigen
3207,2,Golaten
3207,2,Golaten
3208,0,Gurbrü
3210,0,Kerzers
3210,0,Kerzers
3212,0,Gurmels
3212,2,Kleingurmels
3213,0,Liebistorf
3213,2,Kleinbösingen
3214,0,Ulmiz
3215,0,Gempenach
3215,2,Büchslen
3215,3,Lurtigen
3216,0,Ried b. Kerzers
3216,2,Agriswil
3225,0,Müntschemier
3226,0,Treiten
3226,0,Treiten
3232,0,Ins
3232,0,Ins
3233,0,Tschugg
3233,0,Tschugg
3234,0,Vinelz
3235,0,Erlach
3235,0,Erlach
3235,0,Erlach
3236,0,Gampelen
3236,0,Gampelen
3237,0,Brüttelen
3238,0,Gals
3250,0,Lyss
3250,0,Lyss
3250,0,Lyss
3251,0,Wengi b. Büren
3251,0,Wengi b. Büren
3251,2,Ruppoldsried
3252,0,Worben
3252,0,Worben
3253,0,Schnottwil
3254,0,Messen
3254,0,Messen
3254,2,Balm b. Messen
3255,0,Rapperswil BE
3256,0,Dieterswil
3256,2,Bangerten
3256,3,Seewil
3257,0,Grossaffoltern
3257,1,Ammerzwil BE
3262,0,Suberg
3263,0,Büetigen
3264,0,Diessbach b. Büren
3266,0,Wiler b. Seedorf
3267,0,Seedorf BE
3267,0,Seedorf BE
3268,0,Lobsigen
3270,0,Aarberg
3270,0,Aarberg
3271,0,Radelfingen
3272,0,Walperswil
3272,2,Epsach
3273,0,Kappelen
3273,0,Kappelen
3274,0,Hermrigen
3274,2,Bühl BE
3274,3,Merzligen
3280,0,Murten
3280,0,Murten
3280,0,Murten
3280,2,Meyriez
3280,4,Greng
3282,0,Bargen BE
3283,0,Kallnach
3283,0,Kallnach
3283,2,Niederried b. Kall
3284,0,Fräschels
3285,0,Galmiz
3285,0,Galmiz
3286,0,Muntelier
3292,0,Busswil BE
3293,0,Dotzigen
3294,0,Büren an der Aare
3294,0,Büren an der Aare
3294,2,Meienried
3295,0,Rüti b. Büren
3296,0,Arch
3297,0,Leuzigen
3298,0,Oberwil b. Büren
3302,0,Moosseedorf
3303,0,Jegenstorf
3303,2,Münchringen
3303,3,Zuzwil BE
3303,4,Ballmoos
3305,0,Iffwil
3305,2,Scheunen
3306,0,Etzelkofen
3307,0,Brunnenthal
3308,0,Grafenried
3309,0,Kernenried
3309,2,Zauggenried
3312,0,Fraubrunnen
3313,0,Büren zum Hof
3314,0,Schalunen
3314,0,Schalunen
3315,0,Bätterkinden
3315,1,Kräiligen
3317,0,Limpach
3317,1,Mülchi
3322,0,Urtenen-Schönbühl
3322,0,Urtenen-Schönbühl
3322,0,Urtenen-Schönbühl
3322,1,Mattstetten
3323,0,Bäriswil BE
3324,0,Hindelbank
3324,2,Mötschwil
3325,0,Hettiswil
3325,0,Hettiswil
3325,0,Hettiswil
3326,0,Krauchthal
3326,0,Krauchthal
3360,0,Herzogenbuchsee
3362,0,Niederönz
3363,0,Oberönz
3365,0,Grasswil
3365,2,Seeberg
3366,0,Bettenhausen
3366,2,Bollodingen
3367,0,Thörigen
3367,2,Ochlenberg
3368,0,Bleienbach
3368,0,Bleienbach
3372,0,Wanzwil
3373,0,Röthenbach Hbsee
3373,2,Heimenhausen
3374,0,Wangenried
3375,0,Inkwil
3376,0,Graben
3376,2,Berken
3377,0,Walliswil b.Wangen
3380,0,Wangen an der Aare
3380,0,Wangen an der Aare
3380,2,Walliswil-Nbipp
3400,0,Burgdorf
3400,0,Burgdorf
3412,0,Heimiswil
3413,0,Kaltacker
3413,0,Kaltacker
3413,0,Kaltacker
3414,0,Oberburg
3414,0,Oberburg
3414,0,Oberburg
3415,1,Hasle b. Burgdorf
3415,2,Schafhausen i. E.
3415,3,Rüegsauschachen
3415,3,Rüegsauschachen
3415,3,Rüegsauschachen
3416,0,Affoltern BE
3416,0,Affoltern BE
3416,0,Affoltern BE
3416,0,Affoltern BE
3417,0,Rüegsau
3418,0,Rüegsbach
3418,0,Rüegsbach
3418,0,Rüegsbach
3418,0,Rüegsbach
3419,0,Biembach
3419,0,Biembach
3421,0,Lyssach
3421,0,Lyssach
3421,0,Lyssach
3421,2,Rüti b. Lyssach
3422,0,Kirchberg BE
3422,0,Kirchberg BE
3422,1,Rüdtligen
3422,2,Alchenflüh
3423,0,Ersigen
3424,0,Niederösch
3424,2,Oberösch
3425,0,Koppigen
3425,0,Koppigen
3425,2,Willadingen
3426,0,Aefligen
3427,0,Utzenstorf
3427,0,Utzenstorf
3428,0,Wiler b.Utzenstorf
3429,2,Höchstetten
3429,3,Hellsau
3432,0,Lützelflüh-Goldb
3432,0,Lützelflüh-Goldb
3432,0,Lützelflüh-Goldb
3433,0,Schwanden i. E.
3433,0,Schwanden i. E.
3433,0,Schwanden i. E.
3434,0,Obergoldbach
3434,0,Obergoldbach
3434,1,Landiswil
3434,1,Landiswil
3435,0,Ramsei
3436,0,Zollbrück
3436,0,Zollbrück
3437,0,Rüderswil
3438,0,Lauperswil
3438,0,Lauperswil
3439,0,Ranflüh
3439,0,Ranflüh
3452,0,Grünenmatt
3453,0,Heimisbach
3453,0,Heimisbach
3453,0,Heimisbach
3454,0,Sumiswald
3454,0,Sumiswald
3454,0,Sumiswald
3455,0,Grünen
3456,0,Trachselwald
3456,0,Trachselwald
3457,0,Wasen im Emmental
3457,0,Wasen im Emmental
3462,0,Weier im Emmental
3462,0,Weier im Emmental
3463,0,Häusernmoos
3463,0,Häusernmoos
3463,0,Häusernmoos
3464,0,Schmidigen-Mühlew
3464,0,Schmidigen-Mühlew
3464,0,Schmidigen-Mühlew
3464,0,Schmidigen-Mühlew
3465,0,Dürrenroth
3472,0,Wynigen
3472,0,Wynigen
3472,0,Wynigen
3472,2,Rumendingen
3472,2,Rumendingen
3473,0,Alchenstorf
3474,0,Rüedisbach
3474,0,Rüedisbach
3475,0,Riedtwil
3475,1,Hermiswil
3476,0,Oschwand
3476,0,Oschwand
3476,0,Oschwand
3503,0,Gysenstein
3504,0,Niederhünigen
3504,2,Oberhünigen
3506,0,Grosshöchstetten
3506,0,Grosshöchstetten
3506,0,Grosshöchstetten
3506,0,Grosshöchstetten
3507,0,Biglen
3507,0,Biglen
3508,0,Arni BE
3508,0,Arni BE
3508,0,Arni BE
3510,0,Konolfingen
3510,8,Freimettigen
3510,9,Häutligen
3510,9,Häutligen
3512,0,Walkringen
3513,0,Bigenthal
3513,0,Bigenthal
3513,0,Bigenthal
3531,0,Oberthal
3531,0,Oberthal
3531,0,Oberthal
3532,0,Zäziwil
3532,0,Zäziwil
3532,2,Mirchel
3532,2,Mirchel
3533,0,Bowil
3533,0,Bowil
3533,0,Bowil
3533,0,Bowil
3534,0,Signau
3534,0,Signau
3535,0,Schüpbach
3535,0,Schüpbach
3536,0,Aeschau
3537,0,Eggiwil
3537,0,Eggiwil
3537,0,Eggiwil
3537,0,Eggiwil
3538,0,Röthenbach i. E.
3538,0,Röthenbach i. E.
3538,0,Röthenbach i. E.
3543,0,Emmenmatt
3543,0,Emmenmatt
3543,0,Emmenmatt
3550,0,Langnau i. E.
3550,0,Langnau i. E.
3550,0,Langnau i. E.
3551,0,Oberfrittenbach
3551,0,Oberfrittenbach
3551,0,Oberfrittenbach
3552,0,Bärau
3552,0,Bärau
3553,0,Gohl
3555,0,Trubschachen
3555,0,Trubschachen
3555,0,Trubschachen
3555,0,Trubschachen
3556,0,Trub
3556,0,Trub
3557,0,Fankhaus (Trub)
3600,0,Thun
3600,0,Thun
3603,0,Thun
3604,0,Thun
3608,0,Thun
3612,0,Steffisburg
3612,0,Steffisburg
3612,0,Steffisburg
3612,0,Steffisburg
3613,0,Steffisburg
3613,0,Steffisburg
3614,0,Unterlangenegg
3614,0,Unterlangenegg
3615,0,Heimenschwand
3615,0,Heimenschwand
3615,0,Heimenschwand
3616,0,Schwarzenegg
3616,0,Schwarzenegg
3616,0,Schwarzenegg
3617,0,Fahrni b. Thun
3617,0,Fahrni b. Thun
3618,0,Süderen
3618,0,Süderen
3618,0,Süderen
3618,0,Süderen
3618,0,Süderen
3619,0,Eriz
3619,0,Eriz
3619,0,Eriz
3619,1,Innereriz
3619,1,Innereriz
3622,0,Homberg b. Thun
3623,0,Teuffenthal BE
3623,0,Teuffenthal BE
3623,2,Horrenbach
3623,3,Buchen BE
3624,0,Goldiwil (Thun)
3624,2,Schwendibach
3624,2,Schwendibach
3625,0,Heiligenschwendi
3625,0,Heiligenschwendi
3626,0,Hünibach
3626,0,Hünibach
3627,0,Heimberg
3627,0,Heimberg
3628,0,Uttigen
3629,0,Kiesen
3629,0,Kiesen
3629,2,Oppligen
3629,3,Jaberg
3631,0,Höfen b. Thun
3632,2,Niederstocken
3632,3,Oberstocken
3633,0,Amsoldingen
3633,0,Amsoldingen
3634,0,Thierachern
3635,0,Uebeschi
3635,0,Uebeschi
3636,0,Längenbühl
3636,0,Längenbühl
3636,2,Forst
3638,0,Blumenstein
3638,1,Pohlern
3645,0,Gwatt (Thun)
3645,0,Gwatt (Thun)
3645,2,Zwieselberg
3646,0,Einigen
3647,0,Reutigen
3652,0,Hilterfingen
3652,0,Hilterfingen
3653,0,Oberhofen Thun'see
3654,0,Gunten
3654,0,Gunten
3655,0,Sigriswil
3656,0,Tschingel
3656,1,Aeschlen ob Gunten
3656,2,Ringoldswil
3657,0,Schwanden Sigrisw
3658,0,Merligen
3661,0,Uetendorf
3662,0,Seftigen
3663,0,Gurzelen
3663,0,Gurzelen
3664,0,Burgistein
3664,0,Burgistein
3664,0,Burgistein
3664,0,Burgistein
3665,0,Wattenwil
3665,0,Wattenwil
3665,0,Wattenwil
3671,0,Brenzikofen
3671,0,Brenzikofen
3671,2,Herbligen
3672,0,Oberdiessbach
3672,0,Oberdiessbach
3672,2,Aeschlen
3673,0,Linden
3673,0,Linden
3673,0,Linden
3674,0,Bleiken
3674,0,Bleiken
3700,0,Spiez
3702,0,Hondrich
3702,0,Hondrich
3703,0,Aeschi b. Spiez
3703,41,Aeschiried
3704,0,Krattigen
3704,0,Krattigen
3704,0,Krattigen
3705,0,Faulensee
3706,0,Leissigen
3706,0,Leissigen
3707,0,Därligen
3711,0,Emdthal
3711,0,Emdthal
3711,2,Mülenen
3711,2,Mülenen
3713,0,Reichenbach i. K.
3713,0,Reichenbach i. K.
3714,0,Frutigen
3714,3,Wengi b. Frutigen
3715,0,Adelboden
3715,0,Adelboden
3716,0,Kandergrund
3716,0,Kandergrund
3717,0,Blausee-Mitholz
3718,0,Kandersteg
3722,0,Scharnachtal
3723,0,Kiental
3724,0,Ried (Frutigen)
3725,0,Achseten
3725,0,Achseten
3752,0,Wimmis
3753,0,Oey
3754,0,Diemtigen
3754,0,Diemtigen
3755,0,Horboden
3756,0,Zwischenflüh
3757,0,Schwenden
3758,0,Latterbach
3762,0,Erlenbach i. S.
3763,0,Därstetten
3764,0,Weissenburg
3764,0,Weissenburg
3765,0,Oberwil i. S.
3766,0,Boltigen
3766,0,Boltigen
3770,0,Zweisimmen
3770,0,Zweisimmen
3771,0,Blankenburg
3772,0,St. Stephan
3773,0,Matten(St.Stephan)
3773,0,Matten(St.Stephan)
3775,0,Lenk im Simmental
3776,0,Oeschseite
3777,0,Saanenmöser
3777,0,Saanenmöser
3778,0,Schönried
3780,0,Gstaad
3781,0,Turbach
3782,0,Lauenen b. Gstaad
3783,0,Grund b. Gstaad
3784,0,Feutersoey
3785,0,Gsteig b. Gstaad
3792,0,Saanen
3800,0,Interlaken
3800,0,Interlaken
3800,2,Unterseen
3800,3,Matten b. Interl
3800,3,Matten b. Interl
3800,5,Sundlauenen
3801,33,Jungfraujoch
3803,0,Beatenberg
3804,0,Habkern
3805,0,Goldswil
3806,0,Bönigen
3807,0,Iseltwald
3812,0,Wilderswil
3813,0,Saxeten
3813,0,Saxeten
3814,0,Gsteigwiler
3815,0,Zweilütschinen
3815,0,Zweilütschinen
3815,2,Gündlischwand
3816,0,Lütschental
3816,1,Burglauenen
3818,0,Grindelwald
3822,0,Lauterbrunnen
3822,2,Isenfluh
3823,0,Wengen
3823,1,Kleine Scheidegg
3823,1,Kleine Scheidegg
3823,2,Eigergletscher
3824,0,Stechelberg
3825,0,Mürren
3826,0,Gimmelwald
3852,0,Ringgenberg BE
3853,0,Niederried Interl
3854,0,Oberried Brienz
3855,0,Brienz BE
3855,0,Brienz BE
3855,1,Axalp
3855,41,Schwanden-Brienz
3856,0,Brienzwiler
3856,0,Brienzwiler
3856,0,Brienzwiler
3857,0,Unterbach BE
3858,0,Hofstetten BE
